step,value
0,8.0
1,9.0
2,10.0
3,26.0
4,32.0
5,12.0
6,25.0
7,13.0
8,31.0
9,32.0
10,10.0
11,11.0
12,31.0
13,11.0
14,30.0
15,10.0
16,10.0
17,33.0
18,35.0
19,32.0
20,11.0
21,11.0
22,10.0
23,10.0
24,30.0
25,37.0
26,11.0
27,10.0
28,37.0
29,11.0
30,11.0
31,11.0
32,29.0
33,12.0
34,10.0
35,11.0
36,10.0
37,10.0
38,12.0
39,10.0
40,11.0
41,10.0
42,10.0
43,10.0
44,34.0
45,10.0
46,11.0
47,11.0
48,11.0
49,10.0
50,10.0
51,10.0
52,10.0
53,10.0
54,10.0
55,11.0
56,9.0
57,9.0
58,10.0
59,10.0
60,10.0
61,10.0
62,10.0
63,9.0
64,10.0
65,10.0
66,10.0
67,9.0
68,8.0
69,9.0
70,8.0
71,10.0
72,10.0
73,9.0
74,10.0
75,9.0
76,10.0
77,10.0
78,9.0
79,10.0
80,9.0
81,10.0
82,9.0
83,8.0
84,10.0
85,8.0
86,8.0
87,9.0
88,9.0
89,8.0
90,9.0
91,10.0
92,10.0
93,10.0
94,10.0
95,10.0
96,8.0
97,9.0
98,8.0
99,9.0
100,10.0
101,9.0
102,10.0
103,9.0
104,10.0
105,10.0
106,11.0
107,30.0
108,43.0
109,19.0
110,9.0
111,40.0
112,12.0
113,25.0
114,11.0
115,11.0
116,13.0
117,12.0
118,24.0
119,11.0
120,12.0
121,41.0
122,24.0
123,10.0
124,31.0
125,13.0
126,14.0
127,24.0
128,16.0
129,11.0
130,10.0
131,11.0
132,11.0
133,18.0
134,22.0
135,14.0
136,11.0
137,10.0
138,12.0
139,13.0
140,22.0
141,11.0
142,11.0
143,19.0
144,20.0
145,23.0
146,10.0
147,17.0
148,11.0
149,24.0
150,11.0
151,11.0
152,17.0
153,12.0
154,19.0
155,11.0
156,12.0
157,11.0
158,10.0
159,15.0
160,11.0
161,18.0
162,19.0
163,16.0
164,18.0
165,16.0
166,13.0
167,11.0
168,12.0
169,17.0
170,14.0
171,17.0
172,11.0
173,23.0
174,11.0
175,13.0
176,11.0
177,11.0
178,11.0
179,11.0
180,24.0
181,27.0
182,11.0
183,11.0
184,11.0
185,24.0
186,11.0
187,12.0
188,23.0
189,13.0
190,18.0
191,12.0
192,12.0
193,11.0
194,26.0
195,11.0
196,11.0
197,19.0
198,11.0
199,26.0
200,26.0
201,11.0
202,25.0
203,25.0
204,10.0
205,11.0
206,27.0
207,16.0
208,22.0
209,13.0
210,28.0
211,23.0
212,23.0
213,11.0
214,11.0
215,11.0
216,26.0
217,12.0
218,12.0
219,11.0
220,28.0
221,12.0
222,26.0
223,27.0
224,11.0
225,22.0
226,12.0
227,26.0
228,26.0
229,15.0
230,15.0
231,20.0
232,15.0
233,25.0
234,22.0
235,23.0
236,17.0
237,23.0
238,30.0
239,23.0
240,23.0
241,18.0
242,31.0
243,27.0
244,27.0
245,28.0
246,25.0
247,22.0
248,50.0
249,34.0
250,24.0
251,23.0
252,28.0
253,26.0
254,22.0
255,34.0
256,34.0
257,28.0
258,30.0
259,35.0
260,22.0
261,26.0
262,36.0
263,33.0
264,33.0
265,37.0
266,22.0
267,48.0
268,31.0
269,25.0
270,24.0
271,22.0
272,32.0
273,35.0
274,39.0
275,63.0
276,26.0
277,35.0
278,28.0
279,26.0
280,25.0
281,22.0
282,27.0
283,26.0
284,23.0
285,36.0
286,39.0
287,30.0
288,26.0
289,39.0
290,24.0
291,23.0
292,25.0
293,28.0
294,22.0
295,24.0
296,23.0
297,31.0
298,33.0
299,35.0
300,31.0
301,30.0
302,30.0
303,34.0
304,21.0
305,25.0
306,28.0
307,24.0
308,31.0
309,24.0
310,26.0
311,30.0
312,26.0
313,26.0
314,28.0
315,32.0
316,26.0
317,25.0
318,28.0
319,26.0
320,24.0
321,37.0
322,35.0
323,36.0
324,29.0
325,28.0
326,37.0
327,56.0
328,47.0
329,44.0
330,35.0
331,28.0
332,25.0
333,36.0
334,35.0
335,37.0
336,34.0
337,23.0
338,32.0
339,37.0
340,29.0
341,25.0
342,25.0
343,28.0
344,28.0
345,31.0
346,30.0
347,34.0
348,25.0
349,23.0
350,22.0
351,29.0
352,29.0
353,25.0
354,25.0
355,23.0
356,24.0
357,45.0
358,28.0
359,28.0
360,23.0
361,31.0
362,39.0
363,26.0
364,34.0
365,36.0
366,22.0
367,45.0
368,48.0
369,34.0
370,32.0
371,26.0
372,40.0
373,24.0
374,32.0
375,39.0
376,31.0
377,39.0
378,27.0
379,28.0
380,25.0
381,21.0
382,22.0
383,28.0
384,32.0
385,27.0
386,23.0
387,25.0
388,27.0
389,27.0
390,25.0
391,31.0
392,23.0
393,35.0
394,25.0
395,35.0
396,36.0
397,33.0
398,25.0
399,26.0
400,37.0
401,39.0
402,32.0
403,35.0
404,39.0
405,23.0
406,32.0
407,40.0
408,32.0
409,37.0
410,35.0
411,30.0
412,38.0
413,24.0
414,28.0
415,30.0
416,28.0
417,28.0
418,32.0
419,26.0
420,27.0
421,27.0
422,27.0
423,23.0
424,21.0
425,25.0
426,35.0
427,28.0
428,36.0
429,27.0
430,35.0
431,31.0
432,23.0
433,32.0
434,26.0
435,29.0
436,28.0
437,25.0
438,20.0
439,25.0
440,26.0
441,27.0
442,30.0
443,28.0
444,26.0
445,30.0
446,37.0
447,32.0
448,37.0
449,24.0
450,35.0
451,28.0
452,26.0
453,36.0
454,34.0
455,41.0
456,28.0
457,26.0
458,36.0
459,38.0
460,25.0
461,36.0
462,34.0
463,29.0
464,25.0
465,44.0
466,32.0
467,23.0
468,35.0
469,36.0
470,32.0
471,37.0
472,35.0
473,29.0
474,34.0
475,25.0
476,26.0
477,31.0
478,28.0
479,37.0
480,24.0
481,24.0
482,24.0
483,33.0
484,22.0
485,23.0
486,46.0
487,25.0
488,24.0
489,32.0
