step,value
0,10.0
1,11.0
2,8.0
3,10.0
4,11.0
5,10.0
6,9.0
7,9.0
8,9.0
9,11.0
10,9.0
11,9.0
12,10.0
13,8.0
14,10.0
15,9.0
16,10.0
17,8.0
18,10.0
19,8.0
20,9.0
21,9.0
22,9.0
23,11.0
24,8.0
25,9.0
26,9.0
27,9.0
28,8.0
29,10.0
30,12.0
31,12.0
32,14.0
33,12.0
34,12.0
35,14.0
36,10.0
37,13.0
38,10.0
39,9.0
40,9.0
41,10.0
42,10.0
43,9.0
44,10.0
45,9.0
46,9.0
47,9.0
48,8.0
49,10.0
50,9.0
51,10.0
52,9.0
53,9.0
54,10.0
55,10.0
56,10.0
57,9.0
58,9.0
59,10.0
60,10.0
61,9.0
62,9.0
63,10.0
64,10.0
65,10.0
66,8.0
67,9.0
68,10.0
69,8.0
70,10.0
71,10.0
72,10.0
73,10.0
74,10.0
75,10.0
76,9.0
77,10.0
78,9.0
79,10.0
80,9.0
81,41.0
82,10.0
83,9.0
84,10.0
85,10.0
86,10.0
87,71.0
88,11.0
89,10.0
90,47.0
91,50.0
92,55.0
93,50.0
94,68.0
95,63.0
96,59.0
97,64.0
98,40.0
99,9.0
100,88.0
101,42.0
102,45.0
103,40.0
104,53.0
105,10.0
106,50.0
107,72.0
108,60.0
109,58.0
110,118.0
111,10.0
112,10.0
113,64.0
114,176.0
115,60.0
116,50.0
117,72.0
118,80.0
119,74.0
120,60.0
121,56.0
122,10.0
123,50.0
124,89.0
125,68.0
126,75.0
127,46.0
128,64.0
129,86.0
130,70.0
131,38.0
132,90.0
133,11.0
134,11.0
135,71.0
136,48.0
137,50.0
138,44.0
139,61.0
140,51.0
141,46.0
142,55.0
143,41.0
144,46.0
145,92.0
146,86.0
147,89.0
148,64.0
149,78.0
150,90.0
151,55.0
152,90.0
153,56.0
154,107.0
155,46.0
156,46.0
157,52.0
158,62.0
159,39.0
160,119.0
161,57.0
162,44.0
163,112.0
164,41.0
165,69.0
166,71.0
167,50.0
168,26.0
169,59.0
170,76.0
171,46.0
172,56.0
173,113.0
174,63.0
175,86.0
176,59.0
177,69.0
178,51.0
179,71.0
180,100.0
181,56.0
182,81.0
183,55.0
184,43.0
185,34.0
186,37.0
187,32.0
188,134.0
189,58.0
190,44.0
191,58.0
192,88.0
193,56.0
194,50.0
195,98.0
196,120.0
197,61.0
198,60.0
199,69.0
200,104.0
201,63.0
202,84.0
203,62.0
204,96.0
205,64.0
206,102.0
207,74.0
208,60.0
209,72.0
210,74.0
