step,value
0,18.0
1,50.0
2,30.0
3,25.0
4,28.0
5,30.0
6,24.0
7,29.0
8,32.0
9,26.0
10,29.0
11,32.0
12,27.0
13,24.0
14,27.0
15,31.0
16,28.0
17,34.0
18,32.0
19,30.0
20,22.0
21,20.0
22,21.0
23,29.0
24,31.0
25,28.0
26,30.0
27,31.0
28,29.0
29,29.0
30,29.0
31,26.0
32,28.0
33,29.0
34,25.0
35,25.0
36,25.0
37,25.0
38,25.0
39,27.0
40,24.0
41,23.0
42,33.0
43,50.0
44,29.0
45,29.0
46,21.0
47,33.0
48,25.0
49,25.0
50,26.0
51,33.0
52,28.0
53,22.0
54,28.0
55,30.0
56,28.0
57,30.0
58,37.0
59,29.0
60,25.0
61,33.0
62,37.0
63,24.0
64,37.0
65,41.0
66,36.0
67,42.0
68,29.0
69,27.0
70,23.0
71,27.0
72,36.0
73,46.0
74,33.0
75,32.0
76,33.0
77,31.0
78,34.0
79,25.0
80,32.0
81,33.0
82,33.0
83,32.0
84,29.0
85,52.0
86,72.0
87,34.0
88,40.0
89,30.0
90,26.0
91,26.0
92,42.0
93,52.0
94,77.0
95,56.0
96,42.0
97,29.0
98,28.0
99,34.0
100,39.0
101,97.0
102,46.0
103,37.0
104,39.0
105,48.0
106,34.0
107,47.0
108,44.0
109,55.0
110,45.0
111,59.0
112,51.0
113,51.0
114,51.0
115,61.0
116,59.0
117,142.0
118,67.0
119,65.0
120,43.0
121,46.0
122,54.0
123,34.0
124,64.0
125,52.0
126,40.0
127,36.0
128,53.0
129,62.0
130,34.0
131,37.0
132,34.0
133,30.0
134,90.0
135,54.0
136,40.0
137,103.0
138,47.0
139,200.0
140,71.0
141,38.0
142,94.0
143,41.0
144,63.0
145,51.0
146,53.0
147,51.0
148,57.0
149,112.0
150,98.0
151,93.0
152,60.0
153,53.0
154,57.0
155,50.0
156,200.0
157,200.0
158,200.0
159,120.0
160,200.0
161,45.0
162,62.0
163,37.0
164,50.0
165,74.0
166,46.0
167,57.0
168,63.0
169,200.0
170,55.0
171,59.0
172,42.0
173,53.0
174,47.0
175,64.0
176,200.0
177,37.0
178,200.0
179,50.0
180,56.0
181,200.0
182,200.0
183,200.0
184,53.0
185,38.0
186,200.0
187,200.0
188,86.0
189,74.0
190,81.0
191,55.0
192,200.0
193,200.0
194,38.0
195,28.0
196,117.0
197,57.0
198,107.0
199,117.0
200,70.0
201,93.0
202,200.0
203,102.0
204,90.0
205,97.0
206,93.0
207,59.0
208,98.0
209,200.0
210,200.0
211,48.0
212,57.0
213,200.0
214,85.0
215,69.0
216,100.0
217,55.0
218,70.0
219,200.0
220,36.0
221,149.0
222,42.0
223,35.0
224,125.0
225,83.0
226,70.0
227,200.0
228,200.0
229,70.0
230,81.0
231,41.0
232,71.0
233,188.0
234,73.0
235,110.0
236,200.0
237,54.0
238,69.0
239,56.0
240,66.0
241,82.0
242,76.0
243,200.0
244,58.0
245,67.0
246,200.0
247,162.0
248,114.0
249,77.0
250,94.0
251,52.0
252,50.0
253,200.0
254,50.0
255,45.0
256,66.0
257,64.0
258,200.0
259,200.0
260,200.0
261,52.0
262,47.0
263,200.0
264,200.0
265,81.0
266,51.0
267,99.0
268,50.0
269,65.0
270,69.0
271,81.0
272,200.0
273,200.0
274,57.0
275,102.0
276,60.0
277,57.0
278,58.0
279,63.0
280,55.0
281,71.0
282,118.0
283,104.0
284,90.0
285,84.0
286,120.0
287,94.0
288,200.0
289,99.0
290,200.0
291,200.0
292,67.0
293,89.0
294,200.0
295,68.0
296,200.0
297,58.0
298,73.0
299,200.0
300,200.0
301,95.0
302,127.0
303,61.0
304,127.0
305,200.0
306,78.0
307,116.0
308,91.0
309,80.0
310,52.0
311,79.0
312,61.0
313,44.0
314,83.0
315,200.0
316,68.0
317,86.0
318,83.0
319,127.0
320,200.0
321,121.0
322,100.0
323,87.0
324,89.0
325,110.0
326,105.0
327,200.0
328,200.0
329,200.0
330,61.0
331,84.0
332,200.0
333,200.0
334,73.0
335,88.0
336,51.0
337,200.0
338,77.0
339,60.0
340,47.0
341,200.0
342,200.0
343,95.0
344,200.0
345,62.0
346,200.0
347,66.0
348,200.0
349,200.0
350,200.0
351,98.0
352,200.0
353,105.0
354,53.0
355,121.0
356,131.0
357,58.0
358,99.0
359,66.0
360,200.0
361,200.0
362,63.0
363,40.0
364,200.0
365,79.0
366,79.0
367,77.0
368,131.0
369,103.0
370,200.0
371,200.0
372,82.0
373,200.0
374,92.0
375,91.0
376,123.0
377,200.0
378,200.0
379,106.0
380,200.0
381,200.0
382,200.0
383,59.0
384,55.0
385,163.0
386,98.0
387,94.0
