step,value
0,12.0
1,9.0
2,9.0
3,9.0
4,10.0
5,8.0
6,9.0
7,9.0
8,9.0
9,10.0
10,10.0
11,8.0
12,10.0
13,9.0
14,162.0
15,9.0
16,125.0
17,124.0
18,118.0
19,107.0
20,84.0
21,84.0
22,112.0
23,81.0
24,90.0
25,72.0
26,90.0
27,83.0
28,85.0
29,80.0
30,89.0
31,44.0
32,64.0
33,61.0
34,66.0
35,61.0
36,69.0
37,49.0
38,72.0
39,50.0
40,59.0
41,70.0
42,65.0
43,44.0
44,58.0
45,84.0
46,54.0
47,75.0
48,51.0
49,76.0
50,46.0
51,41.0
52,57.0
53,31.0
54,38.0
55,36.0
56,131.0
57,38.0
58,200.0
59,57.0
60,200.0
61,60.0
62,59.0
63,84.0
64,153.0
65,161.0
66,200.0
67,147.0
68,200.0
69,184.0
70,59.0
71,56.0
72,62.0
73,59.0
74,102.0
75,200.0
76,200.0
77,44.0
78,59.0
79,64.0
80,86.0
81,75.0
82,45.0
83,56.0
84,51.0
85,34.0
86,62.0
87,37.0
88,32.0
89,69.0
90,51.0
91,58.0
92,42.0
93,57.0
94,84.0
95,48.0
96,48.0
97,34.0
98,27.0
99,59.0
100,48.0
101,47.0
102,103.0
103,43.0
104,37.0
105,38.0
106,60.0
107,37.0
108,38.0
109,55.0
110,40.0
111,39.0
112,36.0
113,74.0
114,66.0
115,32.0
116,42.0
117,41.0
118,39.0
119,37.0
120,68.0
121,35.0
122,68.0
123,41.0
124,76.0
125,34.0
126,28.0
127,71.0
128,36.0
129,34.0
130,68.0
131,68.0
132,44.0
133,34.0
134,32.0
135,29.0
136,28.0
137,26.0
138,51.0
139,35.0
140,54.0
141,39.0
142,46.0
143,30.0
144,52.0
145,50.0
146,34.0
147,73.0
148,33.0
149,36.0
150,50.0
151,32.0
152,44.0
153,46.0
154,59.0
155,31.0
156,46.0
157,71.0
158,59.0
159,62.0
160,106.0
161,62.0
162,103.0
163,75.0
164,132.0
165,103.0
166,106.0
167,101.0
168,101.0
169,131.0
170,133.0
171,106.0
172,165.0
173,125.0
174,146.0
175,110.0
176,109.0
177,137.0
178,119.0
179,124.0
180,117.0
181,130.0
182,135.0
183,159.0
184,148.0
185,124.0
186,110.0
187,116.0
188,157.0
189,171.0
190,136.0
191,167.0
192,200.0
193,133.0
194,200.0
195,135.0
196,160.0
197,200.0
198,150.0
199,176.0
200,158.0
201,200.0
202,167.0
203,136.0
204,133.0
205,195.0
206,166.0
207,200.0
208,200.0
209,200.0
210,179.0
211,167.0
212,143.0
213,200.0
214,174.0
215,200.0
216,131.0
217,148.0
218,147.0
219,200.0
220,200.0
221,200.0
222,176.0
223,163.0
224,200.0
225,200.0
226,200.0
227,160.0
228,200.0
229,128.0
230,150.0
231,196.0
232,200.0
233,156.0
234,200.0
235,148.0
236,161.0
237,163.0
238,167.0
239,153.0
240,200.0
241,200.0
242,179.0
243,187.0
244,193.0
245,200.0
246,175.0
247,158.0
248,172.0
249,200.0
250,146.0
251,140.0
252,146.0
253,185.0
254,141.0
255,136.0
256,179.0
257,200.0
258,185.0
259,147.0
260,182.0
261,164.0
262,200.0
263,168.0
264,149.0
265,174.0
266,175.0
267,159.0
268,179.0
269,200.0
270,168.0
271,171.0
272,200.0
273,200.0
274,176.0
275,200.0
276,200.0
277,200.0
278,200.0
279,200.0
280,200.0
281,200.0
282,200.0
283,200.0
284,182.0
285,154.0
286,200.0
287,200.0
288,200.0
289,200.0
290,200.0
291,200.0
292,200.0
293,200.0
294,200.0
295,176.0
296,200.0
297,200.0
298,200.0
299,184.0
300,186.0
301,177.0
302,200.0
303,200.0
304,200.0
305,200.0
306,200.0
307,200.0
308,200.0
309,200.0
310,200.0
