step,value
0,9.0
1,8.0
2,9.0
3,11.0
4,9.0
5,9.0
6,8.0
7,9.0
8,9.0
9,9.0
10,10.0
11,10.0
12,10.0
13,9.0
14,9.0
15,10.0
16,11.0
17,8.0
18,10.0
19,8.0
20,9.0
21,9.0
22,13.0
23,9.0
24,8.0
25,107.0
26,102.0
27,74.0
28,70.0
29,62.0
30,14.0
31,12.0
32,14.0
33,53.0
34,50.0
35,12.0
36,45.0
37,39.0
38,10.0
39,11.0
40,11.0
41,11.0
42,10.0
43,10.0
44,10.0
45,10.0
46,27.0
47,10.0
48,26.0
49,11.0
50,10.0
51,28.0
52,10.0
53,9.0
54,9.0
55,9.0
56,10.0
57,9.0
58,9.0
59,10.0
60,9.0
61,40.0
62,15.0
63,33.0
64,51.0
65,41.0
66,18.0
67,23.0
68,23.0
69,31.0
70,47.0
71,17.0
72,31.0
73,55.0
74,49.0
75,44.0
76,25.0
77,24.0
78,19.0
79,23.0
80,28.0
81,67.0
82,45.0
83,36.0
84,26.0
85,34.0
86,37.0
87,23.0
88,59.0
89,21.0
90,19.0
91,21.0
92,41.0
93,52.0
94,39.0
95,25.0
96,58.0
97,31.0
98,27.0
99,22.0
100,24.0
101,28.0
102,30.0
103,43.0
104,37.0
105,33.0
106,69.0
107,75.0
108,25.0
109,35.0
110,100.0
111,75.0
112,107.0
113,28.0
114,31.0
115,52.0
116,28.0
117,26.0
118,65.0
119,58.0
120,38.0
121,42.0
122,78.0
123,34.0
124,38.0
125,27.0
126,39.0
127,94.0
128,59.0
129,72.0
130,71.0
131,51.0
132,55.0
133,48.0
134,105.0
135,92.0
136,115.0
137,50.0
138,48.0
139,200.0
140,65.0
141,45.0
142,77.0
143,49.0
144,55.0
145,84.0
146,67.0
147,63.0
148,71.0
149,63.0
150,89.0
151,61.0
152,56.0
153,124.0
154,69.0
155,47.0
156,46.0
157,76.0
158,51.0
159,43.0
160,53.0
161,119.0
162,65.0
163,53.0
164,60.0
165,52.0
166,51.0
167,151.0
168,62.0
169,63.0
170,71.0
171,74.0
172,44.0
173,102.0
174,70.0
175,163.0
176,52.0
177,63.0
178,65.0
179,78.0
180,102.0
181,52.0
182,75.0
183,69.0
184,65.0
185,80.0
186,107.0
187,78.0
188,78.0
189,61.0
190,64.0
191,113.0
192,55.0
193,81.0
194,53.0
195,71.0
196,101.0
197,55.0
198,65.0
199,73.0
200,54.0
201,79.0
202,109.0
203,107.0
204,78.0
205,58.0
206,49.0
207,70.0
208,119.0
209,51.0
210,81.0
211,74.0
212,59.0
213,92.0
214,75.0
215,75.0
216,72.0
217,77.0
218,76.0
219,113.0
220,82.0
221,72.0
222,101.0
223,76.0
224,70.0
225,95.0
226,102.0
227,61.0
228,129.0
229,61.0
230,57.0
231,57.0
232,69.0
233,183.0
234,114.0
235,65.0
236,79.0
237,84.0
238,82.0
239,70.0
240,56.0
241,113.0
242,113.0
243,59.0
244,116.0
245,88.0
246,100.0
247,95.0
248,59.0
249,83.0
250,47.0
251,51.0
252,80.0
253,88.0
254,88.0
255,47.0
256,71.0
257,101.0
258,56.0
259,60.0
260,168.0
261,69.0
262,200.0
263,55.0
264,66.0
265,71.0
266,57.0
267,60.0
268,67.0
269,61.0
270,74.0
271,62.0
272,76.0
273,82.0
274,165.0
275,82.0
276,119.0
277,84.0
278,48.0
279,60.0
280,61.0
281,67.0
282,57.0
283,88.0
284,62.0
285,62.0
286,76.0
287,126.0
288,53.0
289,70.0
290,57.0
291,174.0
292,98.0
293,54.0
294,84.0
295,74.0
296,85.0
297,144.0
298,70.0
299,80.0
300,80.0
301,64.0
302,63.0
303,64.0
304,53.0
305,123.0
306,104.0
307,118.0
308,172.0
309,120.0
310,91.0
311,104.0
312,121.0
313,109.0
314,81.0
315,65.0
316,92.0
317,88.0
318,92.0
319,70.0
320,108.0
321,74.0
322,109.0
323,62.0
324,200.0
325,70.0
326,167.0
327,166.0
328,60.0
329,74.0
330,60.0
331,68.0
332,79.0
333,86.0
334,100.0
335,59.0
336,86.0
337,75.0
338,75.0
339,140.0
340,85.0
341,63.0
342,117.0
343,68.0
344,118.0
345,75.0
346,90.0
347,64.0
348,73.0
349,79.0
350,190.0
351,104.0
352,112.0
353,72.0
354,71.0
355,149.0
356,126.0
357,67.0
358,103.0
359,91.0
360,95.0
361,86.0
362,63.0
363,70.0
364,104.0
365,108.0
366,69.0
367,130.0
