step,value
0,8.0
1,15.0
2,10.0
3,9.0
4,27.0
5,32.0
6,25.0
7,11.0
8,22.0
9,33.0
10,35.0
11,34.0
12,20.0
13,31.0
14,12.0
15,35.0
16,13.0
17,11.0
18,9.0
19,12.0
20,11.0
21,30.0
22,9.0
23,45.0
24,33.0
25,45.0
26,11.0
27,43.0
28,10.0
29,10.0
30,9.0
31,11.0
32,12.0
33,54.0
34,18.0
35,22.0
36,55.0
37,131.0
38,107.0
39,99.0
40,11.0
41,78.0
42,25.0
43,85.0
44,53.0
45,76.0
46,66.0
47,54.0
48,46.0
49,49.0
50,66.0
51,77.0
52,55.0
53,59.0
54,48.0
55,43.0
56,47.0
57,62.0
58,69.0
59,81.0
60,58.0
61,72.0
62,47.0
63,64.0
64,61.0
65,50.0
66,45.0
67,54.0
68,69.0
69,71.0
70,46.0
71,63.0
72,63.0
73,88.0
74,70.0
75,60.0
76,62.0
77,85.0
78,67.0
79,37.0
80,146.0
81,73.0
82,117.0
83,63.0
84,78.0
85,57.0
86,43.0
87,66.0
88,62.0
89,45.0
90,53.0
91,70.0
92,67.0
93,49.0
94,49.0
95,52.0
96,50.0
97,85.0
98,38.0
99,56.0
100,122.0
101,63.0
102,50.0
103,54.0
104,41.0
105,55.0
106,67.0
107,48.0
108,49.0
109,56.0
110,66.0
111,72.0
112,75.0
113,48.0
114,51.0
115,52.0
116,58.0
117,47.0
118,53.0
119,52.0
120,59.0
121,49.0
122,50.0
123,57.0
124,60.0
125,42.0
126,55.0
127,46.0
128,112.0
129,90.0
130,50.0
131,62.0
132,62.0
133,90.0
134,45.0
135,63.0
136,60.0
137,59.0
138,63.0
139,75.0
140,172.0
141,69.0
142,60.0
143,71.0
144,55.0
145,44.0
146,52.0
147,77.0
148,73.0
149,64.0
150,60.0
151,79.0
152,46.0
153,67.0
154,54.0
155,44.0
156,41.0
157,44.0
158,53.0
159,48.0
160,58.0
161,68.0
162,55.0
163,42.0
164,54.0
165,51.0
166,49.0
167,40.0
168,37.0
169,37.0
170,49.0
171,53.0
172,40.0
173,52.0
174,68.0
175,93.0
176,66.0
177,54.0
178,55.0
179,51.0
180,47.0
181,55.0
182,52.0
183,62.0
184,76.0
185,80.0
186,178.0
187,85.0
188,137.0
189,64.0
190,71.0
191,113.0
192,72.0
193,111.0
194,72.0
195,147.0
196,87.0
197,167.0
198,200.0
199,200.0
200,144.0
201,92.0
202,48.0
203,41.0
204,44.0
205,58.0
206,66.0
207,114.0
208,131.0
209,69.0
210,106.0
211,93.0
212,106.0
213,105.0
214,93.0
215,147.0
216,200.0
217,74.0
218,85.0
219,85.0
220,193.0
221,79.0
222,96.0
223,87.0
224,96.0
225,66.0
226,84.0
227,115.0
228,103.0
229,114.0
230,127.0
231,119.0
232,135.0
233,200.0
234,132.0
235,177.0
236,97.0
237,130.0
238,69.0
239,83.0
240,115.0
241,164.0
242,64.0
243,200.0
244,200.0
245,124.0
246,200.0
247,136.0
248,55.0
249,200.0
250,135.0
251,49.0
252,143.0
253,132.0
254,174.0
255,144.0
256,53.0
257,112.0
258,200.0
259,123.0
260,128.0
261,52.0
262,140.0
263,140.0
264,200.0
265,200.0
266,200.0
267,200.0
268,156.0
269,143.0
270,147.0
271,200.0
272,45.0
273,65.0
274,143.0
275,169.0
276,200.0
277,200.0
278,200.0
279,62.0
280,200.0
281,76.0
282,198.0
283,76.0
284,142.0
285,200.0
286,166.0
287,200.0
288,135.0
289,124.0
290,156.0
291,200.0
292,151.0
293,160.0
294,141.0
295,173.0
296,200.0
297,59.0
298,200.0
299,54.0
300,44.0
301,79.0
302,200.0
303,68.0
304,200.0
305,55.0
306,116.0
307,43.0
308,63.0
309,139.0
310,65.0
311,165.0
312,137.0
313,158.0
314,141.0
315,73.0
316,130.0
317,136.0
318,141.0
319,168.0
320,68.0
321,139.0
322,121.0
323,124.0
324,111.0
325,125.0
326,185.0
327,200.0
328,117.0
329,48.0
330,44.0
331,191.0
332,57.0
333,139.0
334,58.0
335,59.0
336,200.0
337,123.0
338,141.0
339,64.0
340,87.0
341,190.0
342,200.0
343,159.0
344,175.0
345,140.0
346,178.0
347,149.0
348,141.0
349,136.0
350,96.0
351,200.0
352,74.0
353,82.0
354,144.0
355,200.0
356,163.0
357,200.0
358,45.0
359,152.0
360,159.0
361,121.0
362,167.0
363,71.0
364,177.0
365,37.0
366,66.0
367,149.0
368,153.0
369,124.0
370,130.0
371,151.0
372,95.0
373,155.0
374,128.0
375,65.0
376,165.0
377,161.0
378,151.0
379,200.0
380,200.0
381,165.0
382,134.0
383,45.0
384,78.0
385,100.0
386,200.0
387,162.0
388,144.0
389,153.0
390,73.0
391,200.0
392,200.0
393,93.0
394,200.0
395,57.0
396,55.0
397,187.0
398,137.0
399,129.0
400,93.0
401,180.0
402,63.0
403,48.0
404,126.0
405,164.0
406,200.0
407,57.0
408,161.0
409,155.0
410,90.0
411,129.0
412,117.0
413,140.0
414,126.0
415,112.0
416,60.0
417,57.0
418,46.0
419,46.0
420,73.0
421,120.0
422,49.0
423,59.0
424,59.0
425,74.0
426,56.0
427,79.0
428,200.0
429,175.0
430,57.0
431,115.0
432,117.0
433,47.0
434,70.0
435,116.0
436,121.0
437,119.0
438,140.0
439,117.0
440,125.0
441,145.0
442,62.0
443,56.0
444,169.0
445,51.0
446,127.0
447,134.0
448,186.0
449,115.0
450,78.0
451,47.0
452,154.0
453,91.0
454,97.0
455,60.0
456,200.0
457,135.0
458,131.0
459,103.0
460,200.0
461,60.0
462,50.0
463,197.0
464,153.0
465,180.0
466,181.0
467,177.0
468,76.0
469,132.0
470,134.0
471,126.0
472,149.0
473,182.0
474,146.0
475,152.0
476,131.0
477,172.0
478,65.0
479,144.0
480,151.0
481,85.0
482,133.0
483,136.0
484,112.0
485,154.0
486,152.0
487,152.0
488,150.0
489,134.0
