step,value
0,43.0
1,9.0
2,10.0
3,79.0
4,51.0
5,60.0
6,10.0
7,50.0
8,64.0
9,79.0
10,24.0
11,11.0
12,9.0
13,126.0
14,50.0
15,52.0
16,46.0
17,43.0
18,47.0
19,16.0
20,48.0
21,103.0
22,31.0
23,37.0
24,45.0
25,34.0
26,32.0
27,50.0
28,68.0
29,107.0
30,33.0
31,25.0
32,79.0
33,65.0
34,30.0
35,57.0
36,35.0
37,10.0
38,33.0
39,132.0
40,22.0
41,46.0
42,28.0
43,24.0
44,34.0
45,35.0
46,30.0
47,21.0
48,29.0
49,38.0
50,36.0
51,8.0
52,9.0
53,9.0
54,9.0
55,39.0
56,14.0
57,11.0
58,18.0
59,9.0
60,8.0
61,10.0
62,21.0
63,9.0
64,10.0
65,8.0
66,10.0
67,10.0
68,10.0
69,9.0
70,10.0
71,9.0
72,10.0
73,10.0
74,10.0
75,9.0
76,9.0
77,9.0
78,9.0
79,9.0
80,10.0
81,9.0
82,10.0
83,10.0
84,10.0
85,10.0
86,9.0
87,9.0
88,8.0
89,10.0
90,10.0
91,10.0
92,10.0
93,10.0
94,10.0
95,9.0
96,8.0
97,10.0
98,10.0
99,10.0
100,10.0
101,10.0
102,10.0
103,11.0
104,10.0
105,11.0
106,12.0
107,10.0
108,10.0
109,12.0
110,11.0
111,10.0
112,8.0
113,9.0
114,11.0
115,13.0
116,10.0
117,8.0
118,11.0
119,24.0
120,17.0
121,11.0
122,15.0
123,20.0
124,34.0
125,19.0
126,16.0
127,32.0
128,31.0
129,23.0
130,35.0
131,19.0
132,12.0
133,12.0
134,26.0
135,21.0
136,21.0
137,23.0
138,28.0
139,18.0
140,35.0
141,27.0
142,17.0
143,15.0
144,27.0
145,28.0
146,43.0
147,14.0
148,26.0
149,25.0
150,29.0
151,23.0
152,30.0
153,38.0
154,18.0
155,21.0
156,21.0
157,44.0
158,22.0
159,16.0
160,31.0
161,58.0
162,33.0
163,32.0
164,41.0
165,33.0
166,23.0
167,62.0
168,60.0
169,34.0
170,70.0
171,57.0
172,61.0
173,64.0
174,62.0
175,55.0
176,36.0
177,30.0
178,37.0
179,27.0
180,42.0
181,38.0
182,51.0
183,29.0
184,17.0
185,9.0
186,10.0
187,16.0
188,10.0
189,11.0
190,36.0
191,37.0
192,24.0
193,35.0
194,24.0
195,45.0
196,47.0
197,45.0
198,25.0
199,34.0
200,25.0
201,39.0
202,41.0
203,84.0
204,43.0
205,58.0
206,50.0
207,48.0
208,40.0
209,46.0
210,35.0
211,46.0
212,25.0
213,35.0
214,53.0
215,48.0
216,40.0
217,38.0
218,49.0
219,47.0
220,33.0
221,47.0
222,61.0
223,47.0
224,51.0
225,30.0
226,66.0
227,46.0
228,48.0
229,200.0
230,41.0
231,152.0
232,35.0
233,61.0
234,42.0
235,30.0
236,47.0
237,41.0
238,36.0
239,38.0
240,75.0
241,40.0
242,40.0
243,40.0
244,37.0
245,56.0
246,71.0
247,193.0
248,44.0
249,40.0
250,58.0
251,71.0
252,24.0
253,32.0
254,49.0
255,34.0
256,40.0
257,37.0
258,42.0
259,35.0
260,38.0
261,26.0
262,40.0
263,42.0
264,49.0
265,34.0
266,51.0
267,41.0
268,46.0
269,34.0
270,49.0
271,64.0
272,36.0
273,63.0
274,55.0
275,41.0
276,48.0
277,40.0
278,45.0
279,30.0
280,47.0
281,33.0
282,189.0
283,46.0
284,66.0
285,51.0
286,55.0
287,164.0
288,43.0
289,48.0
290,29.0
291,35.0
292,45.0
293,40.0
294,52.0
295,51.0
296,39.0
297,46.0
298,37.0
299,41.0
300,25.0
301,49.0
302,40.0
303,32.0
304,54.0
305,190.0
306,38.0
307,91.0
308,51.0
309,41.0
310,45.0
311,51.0
312,41.0
313,29.0
314,39.0
315,36.0
316,53.0
317,50.0
318,39.0
319,49.0
320,30.0
321,24.0
322,27.0
323,39.0
324,36.0
325,35.0
326,45.0
327,30.0
328,39.0
329,27.0
330,24.0
331,46.0
332,31.0
333,68.0
334,69.0
335,49.0
336,26.0
337,38.0
338,34.0
339,41.0
340,37.0
341,38.0
342,32.0
343,23.0
344,37.0
345,29.0
346,36.0
347,65.0
348,34.0
349,57.0
350,73.0
351,46.0
352,66.0
353,35.0
354,36.0
355,37.0
356,26.0
357,26.0
358,34.0
359,37.0
360,35.0
361,42.0
362,46.0
363,75.0
364,76.0
365,55.0
366,53.0
367,69.0
368,36.0
369,40.0
370,28.0
371,29.0
372,24.0
373,38.0
374,48.0
375,36.0
376,54.0
377,68.0
378,51.0
379,68.0
380,54.0
381,36.0
382,33.0
383,56.0
384,59.0
385,37.0
386,46.0
387,48.0
388,41.0
389,25.0
390,34.0
391,37.0
392,49.0
393,65.0
394,39.0
395,46.0
396,36.0
397,51.0
398,33.0
399,41.0
400,38.0
401,41.0
402,58.0
403,63.0
404,40.0
405,41.0
406,42.0
407,51.0
408,58.0
409,52.0
410,41.0
411,37.0
412,28.0
413,30.0
414,24.0
415,51.0
416,39.0
417,25.0
418,40.0
419,25.0
420,34.0
421,41.0
422,44.0
423,48.0
424,42.0
425,28.0
426,55.0
427,25.0
428,42.0
429,46.0
430,35.0
431,38.0
432,47.0
433,36.0
434,41.0
435,34.0
436,26.0
437,35.0
438,39.0
439,34.0
440,39.0
441,35.0
442,37.0
443,51.0
444,60.0
445,36.0
446,56.0
447,44.0
448,45.0
449,36.0
450,51.0
451,48.0
452,49.0
453,31.0
454,38.0
455,26.0
456,51.0
457,47.0
458,39.0
459,41.0
460,41.0
461,34.0
462,39.0
463,38.0
464,45.0
465,36.0
466,32.0
467,41.0
468,40.0
469,53.0
470,41.0
471,25.0
472,41.0
473,35.0
474,56.0
475,47.0
476,46.0
477,39.0
478,27.0
479,38.0
480,67.0
481,41.0
482,33.0
483,47.0
484,24.0
485,41.0
486,37.0
487,41.0
488,27.0
489,30.0
