step,value
0,39.0
1,10.0
2,50.0
3,8.0
4,8.0
5,10.0
6,11.0
7,9.0
8,56.0
9,38.0
10,10.0
11,17.0
12,11.0
13,25.0
14,62.0
15,10.0
16,48.0
17,48.0
18,49.0
19,42.0
20,50.0
21,56.0
22,12.0
23,11.0
24,9.0
25,8.0
26,8.0
27,10.0
28,10.0
29,9.0
30,10.0
31,9.0
32,8.0
33,9.0
34,10.0
35,9.0
36,9.0
37,10.0
38,8.0
39,8.0
40,8.0
41,9.0
42,9.0
43,9.0
44,13.0
45,10.0
46,9.0
47,9.0
48,15.0
49,10.0
50,11.0
51,20.0
52,14.0
53,14.0
54,16.0
55,19.0
56,8.0
57,21.0
58,9.0
59,16.0
60,8.0
61,10.0
62,22.0
63,15.0
64,21.0
65,19.0
66,19.0
67,17.0
68,15.0
69,30.0
70,18.0
71,29.0
72,23.0
73,23.0
74,23.0
75,28.0
76,20.0
77,21.0
78,28.0
79,18.0
80,27.0
81,25.0
82,21.0
83,15.0
84,20.0
85,19.0
86,14.0
87,25.0
88,23.0
89,26.0
90,20.0
91,20.0
92,31.0
93,27.0
94,37.0
95,33.0
96,46.0
97,45.0
98,28.0
99,31.0
100,21.0
101,37.0
102,40.0
103,43.0
104,35.0
105,35.0
106,56.0
107,28.0
108,35.0
109,32.0
110,37.0
111,44.0
112,71.0
113,43.0
114,25.0
115,43.0
116,42.0
117,47.0
118,45.0
119,34.0
120,60.0
121,49.0
122,61.0
123,32.0
124,55.0
125,33.0
126,67.0
127,48.0
128,39.0
129,47.0
130,48.0
131,85.0
132,30.0
133,67.0
134,36.0
135,38.0
136,32.0
137,60.0
138,42.0
139,52.0
140,75.0
141,51.0
142,102.0
143,66.0
144,43.0
145,43.0
146,80.0
147,65.0
148,71.0
149,85.0
150,32.0
151,101.0
152,44.0
153,161.0
154,54.0
155,102.0
156,45.0
157,82.0
158,66.0
159,36.0
160,50.0
161,100.0
162,70.0
163,200.0
164,56.0
165,84.0
166,103.0
167,70.0
168,78.0
169,200.0
170,65.0
171,56.0
172,72.0
173,40.0
174,200.0
175,45.0
176,84.0
177,73.0
178,200.0
179,200.0
180,40.0
181,87.0
182,182.0
183,55.0
184,40.0
185,60.0
186,197.0
187,61.0
188,200.0
189,65.0
190,104.0
191,54.0
192,45.0
193,51.0
194,61.0
195,81.0
196,49.0
197,50.0
198,40.0
199,35.0
200,37.0
201,31.0
202,47.0
203,63.0
204,48.0
205,66.0
206,71.0
207,94.0
208,64.0
209,45.0
210,51.0
211,81.0
212,68.0
213,117.0
214,68.0
215,118.0
216,92.0
217,200.0
218,78.0
219,76.0
220,45.0
221,37.0
222,50.0
223,113.0
224,41.0
225,43.0
226,45.0
227,36.0
228,111.0
229,99.0
230,143.0
231,58.0
232,103.0
233,32.0
234,47.0
235,36.0
236,39.0
237,53.0
238,86.0
239,81.0
240,80.0
241,54.0
242,33.0
243,46.0
244,38.0
245,48.0
246,94.0
247,41.0
248,126.0
249,85.0
250,53.0
251,50.0
252,71.0
253,55.0
254,69.0
255,48.0
256,53.0
257,80.0
258,94.0
259,78.0
260,200.0
261,200.0
262,47.0
263,200.0
264,76.0
265,200.0
266,196.0
267,200.0
268,45.0
269,200.0
270,98.0
271,93.0
272,109.0
273,126.0
274,72.0
275,42.0
276,44.0
277,158.0
278,73.0
279,92.0
280,59.0
281,107.0
282,200.0
283,200.0
284,100.0
285,116.0
286,91.0
287,81.0
288,132.0
289,87.0
290,69.0
291,81.0
292,70.0
293,77.0
294,85.0
295,75.0
296,52.0
297,200.0
298,77.0
299,62.0
300,94.0
301,200.0
302,63.0
303,200.0
304,91.0
305,97.0
306,115.0
307,61.0
308,76.0
309,74.0
310,73.0
311,82.0
