step,value
0,9.0
1,8.0
2,10.0
3,8.0
4,8.0
5,10.0
6,10.0
7,11.0
8,13.0
9,10.0
10,10.0
11,10.0
12,9.0
13,9.0
14,11.0
15,20.0
16,8.0
17,10.0
18,124.0
19,123.0
20,115.0
21,114.0
22,109.0
23,29.0
24,120.0
25,104.0
26,37.0
27,99.0
28,109.0
29,96.0
30,94.0
31,129.0
32,92.0
33,45.0
34,118.0
35,83.0
36,75.0
37,97.0
38,118.0
39,91.0
40,98.0
41,89.0
42,108.0
43,92.0
44,122.0
45,106.0
46,69.0
47,79.0
48,25.0
49,43.0
50,90.0
51,102.0
52,103.0
53,104.0
54,102.0
55,92.0
56,52.0
57,113.0
58,61.0
59,59.0
60,84.0
61,113.0
62,70.0
63,56.0
64,84.0
65,70.0
66,66.0
67,84.0
68,119.0
69,70.0
70,59.0
71,94.0
72,61.0
73,59.0
74,92.0
75,68.0
76,108.0
77,110.0
78,83.0
79,69.0
80,90.0
81,50.0
82,27.0
83,32.0
84,35.0
85,32.0
86,46.0
87,35.0
88,53.0
89,52.0
90,43.0
91,31.0
92,28.0
93,88.0
94,29.0
95,66.0
96,48.0
97,25.0
98,34.0
99,25.0
100,83.0
101,28.0
102,35.0
103,48.0
104,32.0
105,53.0
106,40.0
107,24.0
108,47.0
109,28.0
110,28.0
111,40.0
112,48.0
113,33.0
114,49.0
115,56.0
116,51.0
117,37.0
118,39.0
119,57.0
120,47.0
121,55.0
122,43.0
123,41.0
124,38.0
125,62.0
126,52.0
127,58.0
128,45.0
129,84.0
130,93.0
131,48.0
132,52.0
133,51.0
134,53.0
135,78.0
136,64.0
137,40.0
138,40.0
139,45.0
140,47.0
141,80.0
142,74.0
143,79.0
144,48.0
145,54.0
146,55.0
147,49.0
148,69.0
149,83.0
150,200.0
151,76.0
152,66.0
153,122.0
154,124.0
155,93.0
156,99.0
157,164.0
158,91.0
159,115.0
160,117.0
161,126.0
162,121.0
163,101.0
164,133.0
165,71.0
166,107.0
167,116.0
168,108.0
169,103.0
170,145.0
171,200.0
172,174.0
173,146.0
174,200.0
175,115.0
176,126.0
177,114.0
178,179.0
179,200.0
180,200.0
181,200.0
182,200.0
183,200.0
184,167.0
185,139.0
186,200.0
187,126.0
188,64.0
189,200.0
190,137.0
191,104.0
192,115.0
193,200.0
194,132.0
195,200.0
196,130.0
197,140.0
198,200.0
199,200.0
200,200.0
201,200.0
202,200.0
203,116.0
204,122.0
205,134.0
206,200.0
207,124.0
208,151.0
209,126.0
210,163.0
211,127.0
212,200.0
213,200.0
214,200.0
215,200.0
216,125.0
217,200.0
218,200.0
219,200.0
220,120.0
221,128.0
222,186.0
223,155.0
224,135.0
225,143.0
226,157.0
227,200.0
228,146.0
229,127.0
230,200.0
231,200.0
232,200.0
233,155.0
234,200.0
235,200.0
236,200.0
237,149.0
238,200.0
239,200.0
240,200.0
241,127.0
242,200.0
243,200.0
244,200.0
245,200.0
246,148.0
247,150.0
248,148.0
249,162.0
250,130.0
251,200.0
252,133.0
253,136.0
254,200.0
255,200.0
256,200.0
257,200.0
258,200.0
259,200.0
260,200.0
261,200.0
262,200.0
263,174.0
264,134.0
265,182.0
266,167.0
267,200.0
268,169.0
269,200.0
270,200.0
271,143.0
272,200.0
273,200.0
274,200.0
275,200.0
276,200.0
277,162.0
278,133.0
279,200.0
280,200.0
281,200.0
282,200.0
283,200.0
284,200.0
285,168.0
286,200.0
287,200.0
288,200.0
289,200.0
290,200.0
291,200.0
292,200.0
293,172.0
294,200.0
295,172.0
296,200.0
297,200.0
298,200.0
299,200.0
300,200.0
301,200.0
302,200.0
303,200.0
