step,value
0,10.0
1,9.0
2,17.0
3,52.0
4,26.0
5,8.0
6,53.0
7,61.0
8,8.0
9,47.0
10,10.0
11,16.0
12,61.0
13,57.0
14,55.0
15,45.0
16,51.0
17,37.0
18,52.0
19,37.0
20,44.0
21,54.0
22,53.0
23,64.0
24,38.0
25,28.0
26,40.0
27,52.0
28,30.0
29,38.0
30,37.0
31,34.0
32,31.0
33,24.0
34,25.0
35,44.0
36,28.0
37,41.0
38,31.0
39,39.0
40,51.0
41,38.0
42,44.0
43,32.0
44,58.0
45,54.0
46,24.0
47,47.0
48,33.0
49,32.0
50,28.0
51,38.0
52,24.0
53,40.0
54,33.0
55,24.0
56,25.0
57,34.0
58,31.0
59,31.0
60,35.0
61,27.0
62,36.0
63,59.0
64,45.0
65,53.0
66,54.0
67,59.0
68,41.0
69,27.0
70,26.0
71,35.0
72,46.0
73,61.0
74,26.0
75,26.0
76,32.0
77,51.0
78,31.0
79,35.0
80,29.0
81,31.0
82,31.0
83,35.0
84,50.0
85,41.0
86,44.0
87,36.0
88,52.0
89,80.0
90,76.0
91,46.0
92,109.0
93,88.0
94,48.0
95,52.0
96,67.0
97,39.0
98,73.0
99,44.0
100,57.0
101,51.0
102,47.0
103,76.0
104,40.0
105,60.0
106,61.0
107,69.0
108,49.0
109,53.0
110,91.0
111,37.0
112,64.0
113,61.0
114,38.0
115,61.0
116,47.0
117,200.0
118,200.0
119,71.0
120,79.0
121,200.0
122,54.0
123,95.0
124,200.0
125,39.0
126,71.0
127,73.0
128,81.0
129,51.0
130,82.0
131,42.0
132,200.0
133,55.0
134,55.0
135,89.0
136,56.0
137,200.0
138,79.0
139,77.0
140,111.0
141,49.0
142,87.0
143,65.0
144,51.0
145,95.0
146,50.0
147,55.0
148,59.0
149,200.0
150,67.0
151,93.0
152,71.0
153,55.0
154,200.0
155,41.0
156,57.0
157,52.0
158,40.0
159,47.0
160,119.0
161,85.0
162,86.0
163,70.0
164,50.0
165,200.0
166,69.0
167,54.0
168,65.0
169,53.0
170,76.0
171,52.0
172,116.0
173,62.0
174,59.0
175,45.0
176,50.0
177,128.0
178,114.0
179,61.0
180,93.0
181,73.0
182,98.0
183,63.0
184,200.0
185,103.0
186,62.0
187,200.0
188,200.0
189,87.0
190,84.0
191,65.0
192,200.0
193,49.0
