step,value
0,27.0
1,29.0
2,8.0
3,8.0
4,10.0
5,9.0
6,10.0
7,34.0
8,9.0
9,12.0
10,8.0
11,25.0
12,44.0
13,74.0
14,33.0
15,19.0
16,12.0
17,164.0
18,150.0
19,12.0
20,8.0
21,118.0
22,32.0
23,113.0
24,22.0
25,102.0
26,100.0
27,39.0
28,92.0
29,9.0
30,10.0
31,55.0
32,182.0
33,200.0
34,136.0
35,32.0
36,25.0
37,33.0
38,44.0
39,31.0
40,20.0
41,15.0
42,43.0
43,16.0
44,14.0
45,23.0
46,44.0
47,22.0
48,19.0
49,51.0
50,10.0
51,32.0
52,11.0
53,17.0
54,12.0
55,31.0
56,30.0
57,15.0
58,26.0
59,44.0
60,28.0
61,35.0
62,12.0
63,16.0
64,33.0
65,47.0
66,52.0
67,92.0
68,17.0
69,21.0
70,93.0
71,62.0
72,18.0
73,22.0
74,25.0
75,26.0
76,35.0
77,29.0
78,36.0
79,56.0
80,25.0
81,25.0
82,24.0
83,36.0
84,35.0
85,38.0
86,33.0
87,37.0
88,38.0
89,23.0
90,15.0
91,79.0
92,25.0
93,24.0
94,39.0
95,44.0
96,40.0
97,24.0
98,39.0
99,48.0
100,38.0
101,36.0
102,33.0
103,39.0
104,47.0
105,52.0
106,23.0
107,56.0
108,43.0
109,57.0
110,25.0
111,35.0
112,19.0
113,29.0
114,23.0
115,19.0
116,23.0
117,71.0
118,55.0
119,51.0
120,33.0
121,35.0
122,54.0
123,30.0
124,36.0
125,49.0
126,36.0
127,36.0
128,30.0
129,41.0
130,29.0
131,39.0
132,30.0
133,28.0
134,39.0
135,38.0
136,40.0
137,27.0
138,24.0
139,29.0
140,37.0
141,34.0
142,25.0
143,24.0
144,22.0
145,55.0
146,53.0
147,71.0
148,164.0
149,117.0
150,36.0
151,29.0
152,30.0
153,43.0
154,153.0
155,34.0
156,40.0
157,40.0
158,47.0
159,37.0
160,37.0
161,38.0
162,46.0
163,52.0
164,47.0
165,45.0
166,39.0
167,25.0
168,37.0
169,33.0
170,28.0
171,27.0
172,39.0
173,26.0
174,64.0
175,90.0
176,56.0
