step,value
0,58.0
1,34.0
2,9.0
3,9.0
4,21.0
5,9.0
6,13.0
7,9.0
8,9.0
9,10.0
10,9.0
11,10.0
12,9.0
13,10.0
14,9.0
15,10.0
16,9.0
17,10.0
18,10.0
19,9.0
20,10.0
21,10.0
22,9.0
23,9.0
24,9.0
25,9.0
26,53.0
27,9.0
28,10.0
29,9.0
30,10.0
31,10.0
32,10.0
33,9.0
34,9.0
35,9.0
36,10.0
37,10.0
38,9.0
39,10.0
40,10.0
41,11.0
42,10.0
43,12.0
44,10.0
45,36.0
46,19.0
47,8.0
48,42.0
49,27.0
50,9.0
51,33.0
52,10.0
53,17.0
54,9.0
55,9.0
56,20.0
57,18.0
58,9.0
59,9.0
60,36.0
61,39.0
62,21.0
63,23.0
64,15.0
65,9.0
66,10.0
67,9.0
68,27.0
69,32.0
70,29.0
71,26.0
72,23.0
73,11.0
74,31.0
75,9.0
76,9.0
77,10.0
78,10.0
79,10.0
80,10.0
81,10.0
82,10.0
83,9.0
84,10.0
85,8.0
86,8.0
87,9.0
88,10.0
89,9.0
90,9.0
91,12.0
92,9.0
93,15.0
94,9.0
95,12.0
96,20.0
97,9.0
98,19.0
99,9.0
100,9.0
101,10.0
102,9.0
103,9.0
104,8.0
105,44.0
106,184.0
107,40.0
108,30.0
109,18.0
110,133.0
111,38.0
112,27.0
113,22.0
114,70.0
115,10.0
116,141.0
117,175.0
118,91.0
119,158.0
120,53.0
121,50.0
122,65.0
123,43.0
124,39.0
125,200.0
126,103.0
127,103.0
128,33.0
129,10.0
130,13.0
131,12.0
132,34.0
133,13.0
134,32.0
135,46.0
136,61.0
137,35.0
138,36.0
139,12.0
140,11.0
141,10.0
142,10.0
143,11.0
144,13.0
145,45.0
146,65.0
147,44.0
148,36.0
149,12.0
150,27.0
151,28.0
152,27.0
153,49.0
154,34.0
155,28.0
156,37.0
157,21.0
158,48.0
159,39.0
160,56.0
161,38.0
162,40.0
163,36.0
164,11.0
165,11.0
166,28.0
167,37.0
168,51.0
169,51.0
170,45.0
171,27.0
172,40.0
173,28.0
174,35.0
175,22.0
176,21.0
177,22.0
178,26.0
179,32.0
180,41.0
181,33.0
182,24.0
183,37.0
184,27.0
185,28.0
186,31.0
187,41.0
188,56.0
189,37.0
190,12.0
191,32.0
192,19.0
193,44.0
194,41.0
195,40.0
196,36.0
197,44.0
198,35.0
199,28.0
200,38.0
201,33.0
202,23.0
203,27.0
204,36.0
205,35.0
206,36.0
207,27.0
208,21.0
209,28.0
210,29.0
211,23.0
212,29.0
213,11.0
214,20.0
215,37.0
216,23.0
217,27.0
218,27.0
219,22.0
220,26.0
221,21.0
222,13.0
223,12.0
224,27.0
225,27.0
226,35.0
227,20.0
228,25.0
229,26.0
230,31.0
231,25.0
232,25.0
233,28.0
234,34.0
235,24.0
236,23.0
237,21.0
238,20.0
239,23.0
240,23.0
241,24.0
242,24.0
243,35.0
244,23.0
245,12.0
246,26.0
247,42.0
248,39.0
249,23.0
250,39.0
251,27.0
252,35.0
253,31.0
254,25.0
255,37.0
256,36.0
257,26.0
258,33.0
259,26.0
260,27.0
261,24.0
262,19.0
263,22.0
264,27.0
265,30.0
266,30.0
267,32.0
268,46.0
269,41.0
270,29.0
271,37.0
272,11.0
273,27.0
274,12.0
275,29.0
276,38.0
277,27.0
278,12.0
279,24.0
280,11.0
281,25.0
282,25.0
283,18.0
284,22.0
285,23.0
286,27.0
287,25.0
288,27.0
289,22.0
290,26.0
291,12.0
292,23.0
293,28.0
294,27.0
295,19.0
296,27.0
297,30.0
298,25.0
299,27.0
300,26.0
301,20.0
302,27.0
303,20.0
304,12.0
305,29.0
306,25.0
307,29.0
308,28.0
309,31.0
310,35.0
311,21.0
312,33.0
313,20.0
314,26.0
315,20.0
316,12.0
317,20.0
318,20.0
319,27.0
320,16.0
321,19.0
322,24.0
323,27.0
324,35.0
325,25.0
326,33.0
327,26.0
328,28.0
329,23.0
330,29.0
331,38.0
332,34.0
333,42.0
334,25.0
335,28.0
336,40.0
337,25.0
338,26.0
339,24.0
340,28.0
341,38.0
342,29.0
343,38.0
344,12.0
345,23.0
346,22.0
347,26.0
348,12.0
349,23.0
350,27.0
351,24.0
352,39.0
353,20.0
354,26.0
355,28.0
356,12.0
357,19.0
358,26.0
359,23.0
360,23.0
361,29.0
362,20.0
363,24.0
364,12.0
365,14.0
366,19.0
367,27.0
368,22.0
369,32.0
370,24.0
371,26.0
372,24.0
373,33.0
374,21.0
375,32.0
376,21.0
377,28.0
378,24.0
379,28.0
380,21.0
381,27.0
382,25.0
383,27.0
384,22.0
385,21.0
386,29.0
387,25.0
388,33.0
389,23.0
390,20.0
391,17.0
392,33.0
393,13.0
394,28.0
395,39.0
396,20.0
397,34.0
398,27.0
399,26.0
400,26.0
401,25.0
402,27.0
403,19.0
404,23.0
405,25.0
406,28.0
407,35.0
408,41.0
409,20.0
410,12.0
411,12.0
412,20.0
413,25.0
414,27.0
415,13.0
416,12.0
417,17.0
418,12.0
419,26.0
420,20.0
421,28.0
422,24.0
423,23.0
424,23.0
425,24.0
426,23.0
427,33.0
428,28.0
429,22.0
430,24.0
431,39.0
432,28.0
433,27.0
434,20.0
435,27.0
436,27.0
437,26.0
438,27.0
439,34.0
440,23.0
441,12.0
442,20.0
443,27.0
444,27.0
445,12.0
446,22.0
447,21.0
448,26.0
449,23.0
450,21.0
451,26.0
452,25.0
453,38.0
454,25.0
455,22.0
456,23.0
457,28.0
458,25.0
459,24.0
460,23.0
461,28.0
462,24.0
463,27.0
464,27.0
465,39.0
466,25.0
467,27.0
468,24.0
469,27.0
470,20.0
471,24.0
472,26.0
473,28.0
474,21.0
475,39.0
476,19.0
477,28.0
478,23.0
479,22.0
480,21.0
481,35.0
482,29.0
483,30.0
484,39.0
485,36.0
486,27.0
487,23.0
488,27.0
489,11.0
