step,value
0,17.0
1,17.0
2,10.0
3,10.0
4,11.0
5,15.0
6,10.0
7,9.0
8,9.0
9,9.0
10,10.0
11,12.0
12,10.0
13,9.0
14,9.0
15,15.0
16,10.0
17,15.0
18,20.0
19,9.0
20,37.0
21,13.0
22,10.0
23,25.0
24,25.0
25,41.0
26,18.0
27,29.0
28,23.0
29,49.0
30,52.0
31,61.0
32,57.0
33,34.0
34,57.0
35,27.0
36,31.0
37,33.0
38,34.0
39,38.0
40,73.0
41,33.0
42,39.0
43,45.0
44,85.0
45,33.0
46,35.0
47,69.0
48,50.0
49,49.0
50,55.0
51,73.0
52,85.0
53,45.0
54,68.0
55,37.0
56,51.0
57,83.0
58,46.0
59,56.0
60,53.0
61,60.0
62,200.0
63,79.0
64,95.0
65,65.0
66,200.0
67,39.0
68,53.0
69,200.0
70,56.0
71,65.0
72,50.0
73,72.0
74,122.0
75,38.0
76,112.0
77,158.0
78,53.0
79,47.0
80,45.0
81,35.0
82,50.0
83,31.0
84,76.0
85,48.0
86,43.0
87,200.0
88,48.0
89,88.0
90,53.0
91,50.0
92,114.0
93,101.0
94,97.0
95,200.0
96,200.0
97,59.0
98,41.0
99,93.0
100,84.0
101,51.0
102,55.0
103,31.0
104,157.0
105,143.0
106,200.0
107,43.0
108,200.0
109,170.0
110,53.0
111,53.0
112,50.0
113,188.0
114,49.0
115,32.0
116,27.0
117,56.0
118,31.0
119,62.0
120,38.0
121,32.0
122,43.0
123,61.0
124,52.0
125,51.0
126,54.0
127,200.0
128,125.0
129,200.0
130,200.0
131,60.0
132,155.0
133,68.0
134,56.0
135,42.0
136,82.0
137,35.0
138,53.0
139,48.0
140,56.0
141,200.0
142,121.0
143,41.0
144,35.0
145,37.0
146,31.0
147,54.0
148,128.0
149,100.0
150,57.0
151,58.0
152,106.0
153,200.0
154,80.0
155,35.0
156,62.0
157,60.0
158,66.0
159,200.0
160,46.0
161,46.0
162,67.0
163,69.0
164,82.0
165,52.0
166,42.0
167,50.0
168,45.0
169,200.0
170,52.0
171,52.0
172,68.0
173,43.0
174,49.0
175,77.0
176,45.0
177,61.0
178,57.0
179,45.0
180,80.0
181,71.0
182,50.0
183,43.0
184,32.0
185,47.0
186,42.0
187,54.0
188,111.0
189,45.0
190,61.0
191,46.0
192,200.0
193,110.0
194,62.0
195,200.0
196,169.0
197,66.0
198,127.0
199,120.0
200,107.0
201,131.0
202,123.0
203,150.0
204,62.0
205,112.0
206,132.0
207,101.0
208,140.0
209,115.0
210,48.0
211,52.0
212,86.0
213,111.0
214,112.0
215,109.0
216,114.0
217,124.0
218,123.0
219,74.0
220,109.0
221,125.0
222,33.0
223,36.0
224,39.0
225,71.0
226,127.0
227,115.0
228,123.0
229,120.0
230,129.0
231,61.0
232,109.0
233,100.0
234,60.0
235,63.0
236,130.0
237,58.0
238,57.0
239,96.0
240,101.0
241,131.0
242,146.0
243,200.0
244,200.0
245,130.0
246,114.0
247,120.0
248,41.0
249,36.0
250,48.0
251,73.0
252,41.0
253,38.0
254,90.0
255,49.0
256,132.0
257,117.0
258,136.0
259,189.0
260,132.0
261,110.0
262,110.0
263,118.0
264,112.0
265,132.0
266,124.0
267,98.0
268,42.0
269,40.0
270,67.0
271,103.0
272,94.0
273,118.0
274,149.0
275,96.0
276,52.0
277,95.0
278,52.0
279,74.0
280,78.0
281,137.0
282,117.0
283,73.0
284,148.0
285,49.0
286,82.0
287,84.0
288,60.0
289,79.0
290,110.0
291,118.0
292,110.0
293,106.0
294,122.0
295,119.0
296,157.0
297,102.0
298,109.0
299,147.0
300,114.0
301,124.0
302,112.0
303,109.0
304,126.0
305,140.0
306,118.0
307,139.0
308,113.0
309,123.0
310,156.0
311,134.0
312,147.0
313,132.0
314,127.0
315,135.0
316,136.0
317,133.0
318,121.0
319,133.0
320,152.0
321,134.0
322,63.0
323,121.0
324,78.0
325,111.0
326,92.0
327,125.0
328,131.0
329,144.0
330,111.0
331,127.0
332,123.0
333,142.0
334,119.0
335,122.0
336,119.0
337,86.0
338,141.0
339,69.0
340,77.0
341,129.0
342,73.0
343,46.0
344,50.0
345,104.0
346,33.0
347,115.0
348,127.0
349,119.0
350,120.0
351,124.0
352,87.0
353,120.0
354,103.0
355,81.0
356,78.0
357,51.0
358,92.0
359,58.0
360,74.0
361,101.0
362,113.0
363,129.0
364,113.0
365,112.0
366,68.0
367,73.0
368,139.0
369,148.0
370,128.0
371,148.0
372,123.0
373,113.0
374,137.0
375,102.0
376,108.0
377,158.0
378,158.0
379,128.0
380,132.0
381,187.0
382,119.0
383,105.0
384,109.0
385,109.0
386,173.0
387,134.0
388,143.0
389,149.0
390,148.0
391,104.0
392,128.0
393,131.0
394,117.0
395,156.0
396,148.0
397,200.0
398,173.0
399,144.0
400,133.0
401,192.0
402,195.0
403,133.0
404,119.0
405,124.0
406,59.0
407,55.0
408,92.0
409,183.0
410,200.0
411,122.0
412,126.0
413,113.0
414,126.0
415,156.0
416,108.0
417,145.0
418,145.0
419,125.0
420,108.0
421,68.0
422,120.0
423,125.0
424,107.0
425,120.0
426,127.0
427,100.0
428,67.0
429,120.0
430,86.0
431,73.0
432,114.0
433,109.0
434,106.0
435,180.0
436,130.0
437,133.0
438,124.0
439,129.0
440,139.0
441,67.0
442,68.0
443,73.0
444,158.0
445,139.0
446,136.0
447,72.0
448,141.0
449,115.0
450,157.0
451,143.0
452,167.0
453,150.0
454,145.0
455,145.0
456,129.0
457,135.0
458,169.0
459,162.0
460,125.0
461,116.0
462,109.0
463,146.0
464,200.0
465,105.0
466,145.0
467,77.0
468,122.0
469,154.0
470,188.0
471,94.0
472,103.0
473,69.0
474,107.0
475,110.0
476,116.0
477,125.0
478,100.0
479,65.0
480,98.0
481,109.0
482,194.0
483,135.0
484,135.0
485,87.0
486,80.0
487,131.0
488,102.0
489,196.0
