step,value
0,10.0
1,10.0
2,10.0
3,8.0
4,10.0
5,10.0
6,9.0
7,9.0
8,10.0
9,9.0
10,8.0
11,11.0
12,10.0
13,10.0
14,10.0
15,10.0
16,10.0
17,8.0
18,10.0
19,18.0
20,9.0
21,8.0
22,11.0
23,8.0
24,13.0
25,13.0
26,17.0
27,8.0
28,15.0
29,25.0
30,10.0
31,22.0
32,28.0
33,25.0
34,27.0
35,33.0
36,10.0
37,42.0
38,44.0
39,31.0
40,38.0
41,43.0
42,31.0
43,12.0
44,14.0
45,12.0
46,30.0
47,12.0
48,42.0
49,10.0
50,11.0
51,40.0
52,10.0
53,11.0
54,11.0
55,11.0
56,27.0
57,11.0
58,14.0
59,11.0
60,10.0
61,10.0
62,22.0
63,16.0
64,9.0
65,9.0
66,21.0
67,23.0
68,26.0
69,36.0
70,46.0
71,179.0
72,121.0
73,29.0
74,200.0
75,61.0
76,19.0
77,36.0
78,32.0
79,29.0
80,40.0
81,33.0
82,31.0
83,24.0
84,27.0
85,37.0
86,58.0
87,60.0
88,24.0
89,48.0
90,27.0
91,35.0
92,57.0
93,24.0
94,28.0
95,31.0
96,41.0
97,27.0
98,17.0
99,39.0
100,33.0
101,40.0
102,130.0
103,47.0
104,9.0
105,11.0
106,66.0
107,61.0
108,55.0
109,42.0
110,39.0
111,11.0
112,36.0
113,35.0
114,64.0
115,30.0
116,58.0
117,63.0
118,9.0
119,12.0
120,10.0
121,12.0
122,90.0
123,41.0
124,10.0
125,82.0
126,69.0
127,70.0
128,11.0
129,10.0
130,54.0
131,10.0
132,11.0
133,44.0
134,43.0
135,64.0
136,34.0
137,9.0
138,186.0
139,45.0
140,46.0
141,10.0
142,9.0
143,31.0
144,200.0
145,194.0
146,39.0
147,92.0
148,72.0
149,54.0
150,117.0
151,27.0
152,151.0
153,34.0
154,10.0
155,10.0
156,11.0
157,71.0
158,27.0
159,115.0
160,76.0
161,37.0
162,34.0
163,24.0
164,159.0
165,87.0
166,28.0
167,72.0
168,32.0
169,91.0
170,44.0
171,33.0
172,27.0
173,26.0
174,24.0
175,32.0
176,200.0
177,34.0
178,23.0
179,42.0
180,44.0
181,84.0
182,200.0
183,44.0
184,63.0
185,11.0
186,56.0
187,142.0
188,26.0
189,35.0
190,44.0
191,36.0
192,50.0
193,25.0
194,200.0
195,200.0
196,106.0
197,56.0
198,99.0
199,95.0
200,200.0
201,200.0
202,31.0
203,101.0
204,200.0
205,200.0
206,56.0
207,96.0
208,117.0
209,157.0
210,68.0
211,83.0
212,83.0
213,173.0
214,141.0
215,116.0
216,115.0
217,39.0
218,69.0
219,12.0
220,92.0
221,12.0
222,45.0
223,41.0
224,25.0
225,53.0
226,45.0
227,36.0
228,28.0
229,41.0
230,40.0
231,35.0
232,26.0
233,58.0
234,40.0
235,37.0
236,27.0
237,28.0
238,32.0
239,44.0
240,31.0
241,42.0
242,28.0
243,60.0
244,28.0
245,63.0
246,36.0
247,20.0
248,42.0
249,42.0
250,37.0
251,25.0
252,38.0
253,37.0
254,43.0
255,27.0
256,28.0
257,36.0
258,24.0
259,27.0
260,39.0
261,43.0
262,39.0
263,37.0
264,29.0
265,28.0
266,37.0
267,40.0
268,32.0
269,27.0
270,46.0
271,46.0
272,45.0
273,42.0
274,36.0
275,28.0
276,42.0
277,26.0
278,27.0
279,36.0
280,28.0
281,12.0
282,28.0
283,35.0
284,41.0
285,42.0
286,37.0
287,36.0
288,25.0
289,25.0
290,25.0
291,23.0
292,21.0
293,27.0
294,41.0
295,37.0
296,38.0
297,27.0
298,33.0
299,22.0
300,34.0
301,29.0
302,26.0
303,44.0
304,12.0
305,29.0
306,44.0
307,42.0
308,37.0
309,27.0
310,38.0
311,28.0
312,35.0
313,30.0
314,27.0
315,29.0
316,29.0
317,32.0
318,26.0
319,41.0
320,23.0
321,39.0
322,24.0
323,38.0
324,12.0
325,11.0
326,36.0
327,19.0
328,13.0
329,35.0
330,25.0
331,39.0
332,41.0
333,36.0
334,28.0
335,42.0
336,33.0
337,28.0
338,29.0
339,24.0
340,36.0
341,22.0
342,38.0
343,28.0
344,22.0
345,30.0
346,42.0
347,29.0
348,28.0
349,33.0
350,41.0
351,24.0
352,38.0
353,34.0
354,33.0
355,31.0
356,24.0
357,25.0
358,24.0
359,25.0
360,23.0
361,25.0
362,26.0
363,28.0
364,31.0
365,21.0
366,23.0
367,32.0
368,23.0
369,27.0
370,34.0
371,27.0
372,25.0
373,37.0
374,24.0
375,24.0
376,24.0
377,29.0
378,23.0
379,28.0
380,38.0
381,32.0
382,25.0
383,27.0
384,27.0
385,36.0
386,25.0
387,38.0
388,27.0
389,24.0
390,24.0
391,24.0
392,44.0
393,38.0
394,24.0
395,35.0
396,26.0
397,26.0
398,25.0
399,34.0
400,24.0
401,32.0
402,33.0
403,34.0
404,12.0
405,32.0
406,26.0
407,31.0
408,29.0
409,34.0
410,27.0
411,21.0
412,23.0
413,25.0
414,24.0
415,25.0
416,27.0
417,23.0
418,38.0
419,29.0
420,21.0
421,23.0
422,22.0
423,38.0
424,20.0
425,23.0
426,25.0
427,29.0
428,23.0
429,21.0
430,24.0
431,27.0
432,22.0
433,28.0
434,26.0
435,23.0
436,34.0
437,23.0
438,25.0
439,39.0
440,41.0
441,24.0
442,39.0
443,24.0
444,23.0
445,38.0
446,34.0
447,24.0
448,24.0
449,38.0
450,24.0
451,35.0
452,38.0
453,25.0
454,26.0
455,32.0
456,38.0
457,29.0
458,42.0
459,24.0
460,28.0
461,32.0
462,28.0
463,29.0
464,27.0
465,25.0
466,33.0
467,42.0
468,38.0
469,26.0
470,42.0
471,38.0
472,36.0
473,35.0
474,35.0
475,22.0
476,31.0
477,28.0
478,24.0
479,37.0
480,42.0
481,36.0
482,34.0
483,38.0
484,31.0
485,34.0
486,38.0
487,24.0
488,23.0
489,24.0
