step,value
0,10.0
1,9.0
2,21.0
3,55.0
4,47.0
5,51.0
6,33.0
7,36.0
8,35.0
9,48.0
10,37.0
11,32.0
12,28.0
13,26.0
14,25.0
15,31.0
16,48.0
17,38.0
18,26.0
19,30.0
20,33.0
21,34.0
22,35.0
23,33.0
24,36.0
25,32.0
26,27.0
27,32.0
28,39.0
29,47.0
30,28.0
31,34.0
32,23.0
33,27.0
34,33.0
35,27.0
36,25.0
37,36.0
38,53.0
39,45.0
40,26.0
41,38.0
42,32.0
43,38.0
44,48.0
45,32.0
46,39.0
47,28.0
48,36.0
49,34.0
50,37.0
51,33.0
52,48.0
53,41.0
54,32.0
55,29.0
56,46.0
57,52.0
58,71.0
59,41.0
60,72.0
61,40.0
62,46.0
63,33.0
64,34.0
65,29.0
66,31.0
67,55.0
68,33.0
69,31.0
70,26.0
71,32.0
72,32.0
73,63.0
74,36.0
75,67.0
76,42.0
77,50.0
78,30.0
79,43.0
80,36.0
81,75.0
82,116.0
83,40.0
84,70.0
85,34.0
86,57.0
87,40.0
88,69.0
89,58.0
90,58.0
91,62.0
92,59.0
93,60.0
94,25.0
95,64.0
96,200.0
97,63.0
98,40.0
99,33.0
100,36.0
101,39.0
102,54.0
103,108.0
104,39.0
105,36.0
106,26.0
107,100.0
108,37.0
109,83.0
110,50.0
111,64.0
112,33.0
113,30.0
114,32.0
115,61.0
116,22.0
117,30.0
118,32.0
119,29.0
120,200.0
121,39.0
122,32.0
123,38.0
124,34.0
125,69.0
126,189.0
127,76.0
128,51.0
129,36.0
130,41.0
131,68.0
132,44.0
133,40.0
134,200.0
135,45.0
136,41.0
137,35.0
138,25.0
139,38.0
140,46.0
141,84.0
142,83.0
143,81.0
144,43.0
145,103.0
146,56.0
147,48.0
148,58.0
149,173.0
150,59.0
151,48.0
152,50.0
153,47.0
154,40.0
155,45.0
156,94.0
157,179.0
158,181.0
159,68.0
160,38.0
161,68.0
162,77.0
163,30.0
164,30.0
165,75.0
166,64.0
167,55.0
168,200.0
169,200.0
170,72.0
171,49.0
172,45.0
173,200.0
174,35.0
175,73.0
176,44.0
177,53.0
178,200.0
179,200.0
180,62.0
181,57.0
182,104.0
183,69.0
184,48.0
185,53.0
186,41.0
187,70.0
188,89.0
189,49.0
190,200.0
191,200.0
192,73.0
193,57.0
